Datetime,Close
2017-09-25 12:00:00,4235000.0
2017-09-25 16:00:00,4204000.0
2017-09-25 20:00:00,4291000.0
2017-09-26 00:00:00,4313000.0
2017-09-26 04:00:00,4305000.0
2017-09-26 08:00:00,4379000.0
2017-09-26 12:00:00,4345000.0
2017-09-26 16:00:00,4389000.0
2017-09-26 20:00:00,4380000.0
2017-09-27 00:00:00,4370000.0
2017-09-27 04:00:00,4356000.0
2017-09-27 08:00:00,4355000.0
2017-09-27 12:00:00,4409000.0
2017-09-27 16:00:00,4503000.0
2017-09-27 20:00:00,4527000.0
2017-09-28 00:00:00,4570000.0
2017-09-28 04:00:00,4596000.0
2017-09-28 08:00:00,4635000.0
2017-09-28 12:00:00,4750000.0
2017-09-28 16:00:00,4590000.0
2017-09-28 20:00:00,4560000.0
2017-09-29 00:00:00,4587000.0
2017-09-29 04:00:00,4613000.0
2017-09-29 08:00:00,4531000.0
2017-09-29 12:00:00,4563000.0
2017-09-29 16:00:00,4657000.0
2017-09-29 20:00:00,4669000.0
2017-09-30 00:00:00,4658000.0
2017-09-30 04:00:00,4640000.0
2017-09-30 08:00:00,4703000.0
2017-09-30 12:00:00,4762000.0
2017-09-30 16:00:00,4752000.0
2017-09-30 20:00:00,4788000.0
2017-10-01 00:00:00,4806000.0
2017-10-01 04:00:00,4863000.0
2017-10-01 08:00:00,4839000.0
2017-10-01 12:00:00,4872000.0
2017-10-01 16:00:00,4896000.0
2017-10-01 20:00:00,4886000.0
2017-10-02 00:00:00,4895000.0
2017-10-02 04:00:00,4975000.0
2017-10-02 08:00:00,5017000.0
2017-10-02 12:00:00,5072000.0
2017-10-02 16:00:00,5078000.0
2017-10-02 20:00:00,5058000.0
2017-10-03 00:00:00,5032000.0
2017-10-03 04:00:00,5012000.0
2017-10-03 08:00:00,5046000.0
2017-10-03 12:00:00,5026000.0
2017-10-03 16:00:00,4936000.0
2017-10-03 20:00:00,4906000.0
2017-10-04 00:00:00,4910000.0
2017-10-04 04:00:00,4969000.0
2017-10-04 08:00:00,4945000.0
2017-10-04 12:00:00,4986000.0
2017-10-04 16:00:00,4907000.0
2017-10-04 20:00:00,4887000.0
2017-10-05 00:00:00,4879000.0
2017-10-05 04:00:00,4902000.0
2017-10-05 08:00:00,4864000.0
2017-10-05 12:00:00,4862000.0
2017-10-05 16:00:00,4930000.0
2017-10-05 20:00:00,4954000.0
2017-10-06 00:00:00,4971000.0
2017-10-06 04:00:00,4984000.0
2017-10-06 08:00:00,4947000.0
2017-10-06 12:00:00,5013000.0
2017-10-06 16:00:00,5018000.0
2017-10-06 20:00:00,5000000.0
2017-10-07 00:00:00,4977000.0
2017-10-07 04:00:00,5010000.0
2017-10-07 08:00:00,5004000.0
2017-10-07 12:00:00,4947000.0
2017-10-07 16:00:00,4960000.0
2017-10-07 20:00:00,4962000.0
2017-10-08 00:00:00,4973000.0
2017-10-08 04:00:00,5044000.0
2017-10-08 08:00:00,5052000.0
2017-10-08 12:00:00,5060000.0
2017-10-08 16:00:00,5049000.0
2017-10-08 20:00:00,5070000.0
2017-10-09 00:00:00,5173000.0
2017-10-09 04:00:00,5205000.0
2017-10-09 08:00:00,5254000.0
2017-10-09 12:00:00,5210000.0
2017-10-09 16:00:00,5289000.0
2017-10-09 20:00:00,5389000.0
2017-10-10 00:00:00,5522000.0
2017-10-10 04:00:00,5476000.0
2017-10-10 08:00:00,5573000.0
2017-10-10 12:00:00,5605000.0
2017-10-10 16:00:00,5522000.0
2017-10-10 20:00:00,5518000.0
2017-10-11 00:00:00,5557000.0
2017-10-11 04:00:00,5526000.0
2017-10-11 08:00:00,5537000.0
2017-10-11 12:00:00,5485000.0
2017-10-11 16:00:00,5544000.0
2017-10-11 20:00:00,5543000.0
2017-10-12 00:00:00,5569000.0
2017-10-12 04:00:00,5551000.0
2017-10-12 08:00:00,5586000.0
2017-10-12 12:00:00,5669000.0
2017-10-12 16:00:00,5928000.0
2017-10-12 20:00:00,5935000.0
2017-10-13 00:00:00,6179000.0
2017-10-13 04:00:00,6154000.0
2017-10-13 08:00:00,6611000.0
2017-10-13 12:00:00,6428000.0
2017-10-13 16:00:00,6501000.0
2017-10-13 20:00:00,6576000.0
2017-10-14 00:00:00,6446000.0
2017-10-14 04:00:00,6403000.0
2017-10-14 08:00:00,6406000.0
2017-10-14 12:00:00,6409000.0
2017-10-14 16:00:00,6470000.0
2017-10-14 20:00:00,6566000.0
2017-10-15 00:00:00,6481000.0
2017-10-15 04:00:00,6546000.0
2017-10-15 08:00:00,6649000.0
2017-10-15 12:00:00,6526000.0
2017-10-15 16:00:00,6311000.0
2017-10-15 20:00:00,6312000.0
2017-10-16 00:00:00,6259000.0
2017-10-16 04:00:00,6459000.0
2017-10-16 08:00:00,6420000.0
2017-10-16 12:00:00,6364000.0
2017-10-16 16:00:00,6453000.0
2017-10-16 20:00:00,6459000.0
2017-10-17 00:00:00,6407000.0
2017-10-17 04:00:00,6389000.0
2017-10-17 08:00:00,6420000.0
2017-10-17 12:00:00,6438000.0
2017-10-17 16:00:00,6446000.0
2017-10-17 20:00:00,6376000.0
2017-10-18 00:00:00,6379000.0
2017-10-18 04:00:00,6354000.0
2017-10-18 08:00:00,6327000.0
2017-10-18 12:00:00,6126000.0
2017-10-18 16:00:00,6086000.0
2017-10-18 20:00:00,5939000.0
2017-10-19 00:00:00,6312000.0
2017-10-19 04:00:00,6407000.0
2017-10-19 08:00:00,6418000.0
2017-10-19 12:00:00,6449000.0
2017-10-19 16:00:00,6504000.0
2017-10-19 20:00:00,6441000.0
2017-10-20 00:00:00,6424000.0
2017-10-20 04:00:00,6523000.0
2017-10-20 08:00:00,6492000.0
2017-10-20 12:00:00,6399000.0
2017-10-20 16:00:00,6512000.0
2017-10-20 20:00:00,6677000.0
2017-10-21 00:00:00,6800000.0
2017-10-21 04:00:00,6783000.0
2017-10-21 08:00:00,6886000.0
2017-10-21 12:00:00,6900000.0
2017-10-21 16:00:00,7055000.0
2017-10-21 20:00:00,7063000.0
2017-10-22 00:00:00,6965000.0
2017-10-22 04:00:00,6951000.0
2017-10-22 08:00:00,6834000.0
2017-10-22 12:00:00,6877000.0
2017-10-22 16:00:00,6798000.0
2017-10-22 20:00:00,6983000.0
2017-10-23 00:00:00,6812000.0
2017-10-23 04:00:00,6956000.0
2017-10-23 08:00:00,7015000.0
2017-10-23 12:00:00,6925000.0
2017-10-23 16:00:00,6947000.0
2017-10-23 20:00:00,6732000.0
2017-10-24 00:00:00,6813000.0
2017-10-24 04:00:00,6893000.0
2017-10-24 08:00:00,6451000.0
2017-10-24 12:00:00,6612000.0
2017-10-24 16:00:00,6543000.0
2017-10-24 20:00:00,6559000.0
2017-10-25 00:00:00,6560000.0
2017-10-25 04:00:00,6387000.0
2017-10-25 08:00:00,6250000.0
2017-10-25 12:00:00,6494000.0
2017-10-25 16:00:00,6494000.0
2017-10-25 20:00:00,6450000.0
2017-10-26 00:00:00,6423000.0
2017-10-26 04:00:00,6532000.0
2017-10-26 08:00:00,6694000.0
2017-10-26 12:00:00,6612000.0
2017-10-26 16:00:00,6648000.0
2017-10-26 20:00:00,6790000.0
2017-10-27 00:00:00,6770000.0
2017-10-27 04:00:00,6783000.0
2017-10-27 08:00:00,6847000.0
2017-10-27 12:00:00,6772000.0
2017-10-27 16:00:00,6762000.0
2017-10-27 20:00:00,6714000.0
2017-10-28 00:00:00,6692000.0
2017-10-28 04:00:00,6729000.0
2017-10-28 08:00:00,6707000.0
2017-10-28 12:00:00,6721000.0
2017-10-28 16:00:00,6667000.0
2017-10-28 20:00:00,6704000.0
2017-10-29 00:00:00,6705000.0
2017-10-29 04:00:00,6771000.0
2017-10-29 08:00:00,6676000.0
2017-10-29 12:00:00,6674000.0
2017-10-29 16:00:00,6657000.0
2017-10-29 20:00:00,6676000.0
2017-10-30 00:00:00,6791000.0
2017-10-30 04:00:00,6943000.0
2017-10-30 08:00:00,6910000.0
2017-10-30 12:00:00,6947000.0
2017-10-30 16:00:00,6970000.0
2017-10-30 20:00:00,6884000.0
2017-10-31 00:00:00,6940000.0
2017-10-31 04:00:00,6963000.0
2017-10-31 08:00:00,7100000.0
2017-10-31 12:00:00,6967000.0
2017-10-31 16:00:00,7041000.0
2017-10-31 20:00:00,7265000.0
2017-11-01 00:00:00,7241000.0
2017-11-01 04:00:00,7297000.0
2017-11-01 08:00:00,7398000.0
2017-11-01 12:00:00,7350000.0
2017-11-01 16:00:00,7477000.0
2017-11-01 20:00:00,7475000.0
2017-11-02 00:00:00,7545000.0
2017-11-02 04:00:00,7623000.0
2017-11-02 08:00:00,7985000.0
2017-11-02 12:00:00,8129000.0
2017-11-02 16:00:00,8360000.0
2017-11-02 20:00:00,8110000.0
2017-11-03 00:00:00,8099000.0
2017-11-03 04:00:00,8229000.0
2017-11-03 08:00:00,8204000.0
2017-11-03 12:00:00,8321000.0
2017-11-03 16:00:00,8386000.0
2017-11-03 20:00:00,8255000.0
2017-11-04 00:00:00,8307000.0
2017-11-04 04:00:00,8217000.0
2017-11-04 08:00:00,8090000.0
2017-11-04 12:00:00,8069000.0
2017-11-04 16:00:00,8090000.0
2017-11-04 20:00:00,8188000.0
2017-11-05 00:00:00,8268000.0
2017-11-05 04:00:00,8350000.0
2017-11-05 08:00:00,8331000.0
2017-11-05 12:00:00,8428000.0
2017-11-05 16:00:00,8384000.0
2017-11-05 20:00:00,8580000.0
2017-11-06 00:00:00,8561000.0
2017-11-06 04:00:00,8426000.0
2017-11-06 08:00:00,8417000.0
2017-11-06 12:00:00,8395000.0
2017-11-06 16:00:00,8389000.0
2017-11-06 20:00:00,8318000.0
2017-11-07 00:00:00,8188000.0
2017-11-07 04:00:00,8150000.0
2017-11-07 08:00:00,8193000.0
2017-11-07 12:00:00,8265000.0
2017-11-07 16:00:00,8269000.0
2017-11-07 20:00:00,8113000.0
2017-11-08 00:00:00,8167000.0
2017-11-08 04:00:00,8197000.0
2017-11-08 08:00:00,8295000.0
2017-11-08 12:00:00,8374000.0
