Datetime,Close,Volume
2017-09-25,4291000.0,1125004000.0
2017-09-26,4380000.0,5722396000.0
2017-09-27,4527000.0,5866831000.0
2017-09-28,4560000.0,6322376000.0
2017-09-29,4669000.0,6281084000.0
2017-09-30,4788000.0,6340684000.0
2017-10-01,4886000.0,6147576000.0
2017-10-02,5058000.0,6742361000.0
2017-10-03,4906000.0,6430709000.0
2017-10-04,4887000.0,5723847000.0
2017-10-05,4954000.0,5392587000.0
2017-10-06,5000000.0,5754324000.0
2017-10-07,4962000.0,6684973000.0
2017-10-08,5070000.0,5614666000.0
2017-10-09,5389000.0,4805438000.0
2017-10-10,5518000.0,5357303000.0
2017-10-11,5543000.0,5298037000.0
2017-10-12,5935000.0,5358928000.0
2017-10-13,6576000.0,6190260000.0
2017-10-14,6566000.0,5807926000.0
2017-10-15,6312000.0,5690110000.0
2017-10-16,6459000.0,4399301000.0
2017-10-17,6376000.0,5833264000.0
2017-10-18,5939000.0,5920369000.0
2017-10-19,6441000.0,6023850000.0
2017-10-20,6677000.0,6216237000.0
2017-10-21,7063000.0,6322149000.0
2017-10-22,6983000.0,5755418000.0
2017-10-23,6732000.0,6367482000.0
2017-10-24,6559000.0,6125648000.0
2017-10-25,6450000.0,5854811000.0
2017-10-26,6790000.0,8086894000.0
2017-10-27,6714000.0,8923095000.0
2017-10-28,6704000.0,9351205000.0
2017-10-29,6676000.0,9344794000.0
2017-10-30,6884000.0,9221889000.0
2017-10-31,7265000.0,9745479000.0
2017-11-01,7475000.0,10018809000.0
2017-11-02,8110000.0,10871034000.0
2017-11-03,8255000.0,11202535000.0
2017-11-04,8188000.0,10477107000.0
2017-11-05,8580000.0,10323228000.0
2017-11-06,8318000.0,12009935000.0
2017-11-07,8113000.0,11847105000.0
2017-11-08,8419000.0,11914496000.0
2017-11-09,8144000.0,11898567000.0
2017-11-10,7645000.0,11557229000.0
2017-11-11,7303000.0,10917390000.0
2017-11-12,7315000.0,10332623000.0
2017-11-13,7477000.0,10447927000.0
2017-11-14,7506000.0,10808199000.0
2017-11-15,8184000.0,11107106000.0
2017-11-16,8410000.0,11934869000.0
2017-11-17,8712000.0,12431818000.0
2017-11-18,8546000.0,12323346000.0
2017-11-19,8548000.0,12205036000.0
2017-11-20,8965000.0,12195785000.0
2017-11-21,9133000.0,12897536000.0
2017-11-22,9089000.0,13049785000.0
2017-11-23,9076000.0,13030935000.0
2017-11-24,9087000.0,12921474000.0
2017-11-25,9463000.0,13274345000.0
2017-11-26,10112000.0,14207538000.0
2017-11-27,11006000.0,15413179000.0
2017-11-28,11638000.0,16068393000.0
2017-11-29,13264000.0,17968937000.0
2017-11-30,10700000.0,16914241000.0
2017-12-01,12264000.0,16577002000.0
2017-12-02,12640000.0,18280219000.0
2017-12-03,13304000.0,18646213000.0
2017-12-04,13432000.0,19236676000.0
2017-12-05,14222000.0,19849835000.0
2017-12-06,16100000.0,17935488000.0
2017-12-07,20511000.0,24856456000.0
2017-12-08,20680000.0,30893714000.0
2017-12-09,17505000.0,27441057000.0
2017-12-10,17810000.0,23020679000.0
2017-12-11,18860000.0,26423033000.0
2017-12-12,19170000.0,27646601000.0
2017-12-13,18668000.0,27098753000.0
2017-12-14,18900000.0,26463344000.0
2017-12-15,19893000.0,28096478000.0
2017-12-16,21192000.0,29097464000.0
2017-12-17,22045000.0,31231008000.0
2017-12-18,21939000.0,31332871000.0
2017-12-19,22081000.0,32132830000.0
2017-12-20,22833000.0,31743987000.0
2017-12-21,22001000.0,29568555000.0
2017-12-22,17306000.0,29270653000.0
2017-12-23,20601000.0,27673799000.0
2017-12-24,19500000.0,28755852000.0
2017-12-25,19386000.0,27925338000.0
2017-12-26,22548000.0,29458285000.0
2017-12-27,21536000.0,31886594000.0
2017-12-28,19682000.0,29612418000.0
2017-12-29,19093000.0,26645683000.0
2017-12-30,18171000.0,27210979000.0
2017-12-31,18713000.0,26729041000.0
2018-01-01,18669000.0,27431298000.0
2018-01-02,19054000.0,27164246000.0
2018-01-03,20359000.0,29286836000.0
2018-01-04,21627000.0,29673080000.0
2018-01-05,25991000.0,33357427000.0
2018-01-06,24692000.0,37534038000.0
2018-01-07,25988000.0,37630171000.0
2018-01-08,24200000.0,36708559000.0
2018-01-09,23739000.0,35376669000.0
2018-01-10,21106000.0,33227695000.0
2018-01-11,20009000.0,29253147000.0
2018-01-12,20164000.0,27922145000.0
2018-01-13,21157000.0,29696138000.0
2018-01-14,19119000.0,29092448000.0
2018-01-15,19680000.0,27630596000.0
2018-01-16,15699000.0,25945086000.0
2018-01-17,11901000.0,19771141000.0
2018-01-18,14907000.0,20462491000.0
2018-01-19,14966000.0,20249488000.0
2018-01-20,16565000.0,22841492000.0
2018-01-21,14221000.0,22537449000.0
2018-01-22,13362000.0,19947754000.0
2018-01-23,12916000.0,19032239000.0
2018-01-24,13299000.0,18812074000.0
2018-01-25,12917000.0,19077302000.0
2018-01-26,12568000.0,18337059000.0
2018-01-27,12530000.0,18231733000.0
2018-01-28,13314000.0,18830402000.0
2018-01-29,12855000.0,18858362000.0
2018-01-30,12123000.0,18273344000.0
2018-01-31,11039000.0,16509351000.0
2018-02-01,10450000.0,15948277000.0
2018-02-02,8944000.0,13546713000.0
2018-02-03,9679000.0,13062108000.0
2018-02-04,9437000.0,13796939000.0
2018-02-05,8336000.0,12759906000.0
2018-02-06,7867000.0,10907131000.0
2018-02-07,8872000.0,12017393000.0
2018-02-08,9405000.0,12704457000.0
2018-02-09,9567000.0,13425170000.0
2018-02-10,9900000.0,14386026000.0
