Price,Close,High,Low,Open,Volume
Ticker,DX-Y.NYB,DX-Y.NYB,DX-Y.NYB,DX-Y.NYB,DX-Y.NYB
Datetime,,,,,
2025-04-15 04:00:00+00:00,99.62899780273438,99.73999786376953,99.57499694824219,99.72000122070312,0
2025-04-15 05:00:00+00:00,99.68800354003906,99.69400024414062,99.55899810791016,99.62899780273438,0
2025-04-15 06:00:00+00:00,99.81999969482422,99.84200286865234,99.5790023803711,99.68699645996094,0
2025-04-15 07:00:00+00:00,99.63800048828125,99.89099884033203,99.62300109863281,99.81600189208984,0
2025-04-15 08:00:00+00:00,99.64199829101562,99.68099975585938,99.47899627685547,99.63899993896484,0
2025-04-15 09:00:00+00:00,99.69300079345703,99.7020034790039,99.56800079345703,99.64199829101562,0
2025-04-15 10:00:00+00:00,99.65499877929688,99.73200225830078,99.61299896240234,99.69300079345703,0
2025-04-15 11:00:00+00:00,99.76699829101562,99.87100219726562,99.6510009765625,99.65499877929688,0
2025-04-15 12:00:00+00:00,99.88099670410156,99.9010009765625,99.66200256347656,99.76499938964844,0
2025-04-15 13:00:00+00:00,99.86499786376953,99.927001953125,99.77300262451172,99.88099670410156,0
2025-04-15 14:00:00+00:00,99.77799987792969,100.09200286865234,99.77100372314453,99.86499786376953,0
2025-04-15 15:00:00+00:00,100.10399627685547,100.13800048828125,99.7760009765625,99.77799987792969,0
2025-04-15 16:00:00+00:00,100.21299743652344,100.2760009765625,100.08000183105469,100.10199737548828,0
2025-04-15 17:00:00+00:00,100.23200225830078,100.2750015258789,100.1520004272461,100.21299743652344,0
2025-04-15 18:00:00+00:00,100.21499633789062,100.27300262451172,100.20600128173828,100.23200225830078,0
2025-04-15 19:00:00+00:00,100.16500091552734,100.23999786376953,100.12999725341797,100.21600341796875,0
2025-04-15 20:00:00+00:00,100.16600036621094,100.18099975585938,100.11000061035156,100.16500091552734,0
2025-04-15 21:00:00+00:00,100.16300201416016,100.1729965209961,100.14299774169922,100.16200256347656,0
2025-04-15 22:00:00+00:00,100.10099792480469,100.16300201416016,100.10099792480469,100.16300201416016,0
2025-04-15 23:00:00+00:00,100.08599853515625,100.10399627685547,100.0459976196289,100.06199645996094,0
2025-04-16 00:00:00+00:00,99.9010009765625,100.08699798583984,99.85600280761719,100.08599853515625,0
2025-04-16 01:00:00+00:00,99.86299896240234,99.90599822998047,99.8030014038086,99.9020004272461,0
2025-04-16 02:00:00+00:00,99.8239974975586,99.87799835205078,99.78900146484375,99.86299896240234,0
2025-04-16 03:00:00+00:00,99.70800018310547,99.84200286865234,99.7030029296875,99.822998046875,0
2025-04-16 04:00:00+00:00,99.69000244140625,99.77899932861328,99.6760025024414,99.69400024414062,0
2025-04-16 05:00:00+00:00,99.4260025024414,99.71399688720703,99.39800262451172,99.69100189208984,0
2025-04-16 06:00:00+00:00,99.58699798583984,99.59300231933594,99.4229965209961,99.4260025024414,0
2025-04-16 07:00:00+00:00,99.38400268554688,99.58999633789062,99.35399627685547,99.58799743652344,0
2025-04-16 08:00:00+00:00,99.51699829101562,99.7249984741211,99.37000274658203,99.38200378417969,0
2025-04-16 09:00:00+00:00,99.62699890136719,99.64299774169922,99.46399688720703,99.51699829101562,0
2025-04-16 10:00:00+00:00,99.61399841308594,99.6729965209961,99.51000213623047,99.625,0
2025-04-16 11:00:00+00:00,99.58200073242188,99.63899993896484,99.52300262451172,99.61499786376953,0
2025-04-16 12:00:00+00:00,99.64900207519531,99.71600341796875,99.552001953125,99.58300018310547,0
2025-04-16 13:00:00+00:00,99.49400329589844,99.65399932861328,99.48200225830078,99.64900207519531,0
