Datetime,Open,High,Low,Close,Volume
2017-10-02 00:00:00,4885000.0,4903000.0,4872000.0,4895000.0,1099390000.0
2017-10-02 04:00:00,4895000.0,4978000.0,4889000.0,4975000.0,1117702000.0
2017-10-02 08:00:00,4972000.0,5057000.0,4956000.0,5017000.0,1103866000.0
2017-10-02 12:00:00,5017000.0,5094000.0,4997000.0,5072000.0,1115414000.0
2017-10-02 16:00:00,5072000.0,5092000.0,5041000.0,5078000.0,1136536000.0
2017-10-02 20:00:00,5078000.0,5088000.0,4998000.0,5058000.0,1169453000.0
2017-10-03 00:00:00,5053000.0,5060000.0,4999000.0,5032000.0,1135645000.0
2017-10-03 04:00:00,5032000.0,5054000.0,5011000.0,5012000.0,1137791000.0
2017-10-03 08:00:00,5014000.0,5055000.0,5003000.0,5046000.0,1115300000.0
2017-10-03 12:00:00,5046000.0,5052000.0,5025000.0,5026000.0,992368000.0
2017-10-03 16:00:00,5028000.0,5028000.0,4811000.0,4936000.0,1012812000.0
2017-10-03 20:00:00,4941000.0,4952000.0,4831000.0,4906000.0,1036793000.0
2017-10-04 00:00:00,4906000.0,4947000.0,4865000.0,4910000.0,1021023000.0
2017-10-04 04:00:00,4913000.0,4969000.0,4882000.0,4969000.0,1032548000.0
2017-10-04 08:00:00,4969000.0,4991000.0,4897000.0,4945000.0,1068982000.0
2017-10-04 12:00:00,4912000.0,5002000.0,4911000.0,4986000.0,1030833000.0
2017-10-04 16:00:00,4978000.0,4995000.0,4872000.0,4907000.0,497007000.0
2017-10-04 20:00:00,4901000.0,4925000.0,4848000.0,4887000.0,1073454000.0
2017-10-05 00:00:00,4875000.0,4918000.0,4837000.0,4879000.0,1014217000.0
2017-10-05 04:00:00,4887000.0,4926000.0,4854000.0,4902000.0,1016622000.0
2017-10-05 08:00:00,4900000.0,4930000.0,4854000.0,4864000.0,1012941000.0
2017-10-05 12:00:00,4868000.0,4906000.0,4811000.0,4862000.0,1050471000.0
2017-10-05 16:00:00,4839000.0,4937000.0,4839000.0,4930000.0,265303000.0
2017-10-05 20:00:00,4937000.0,4993000.0,4893000.0,4954000.0,1033033000.0
2017-10-06 00:00:00,4958000.0,4985000.0,4914000.0,4971000.0,1039278000.0
2017-10-06 04:00:00,4972000.0,4990000.0,4917000.0,4984000.0,1041526000.0
2017-10-06 08:00:00,4960000.0,4989000.0,4917000.0,4947000.0,1015914000.0
2017-10-06 12:00:00,4978000.0,5015000.0,4944000.0,5013000.0,997319000.0
2017-10-06 16:00:00,5018000.0,5031000.0,4922000.0,5018000.0,464904000.0
2017-10-06 20:00:00,4973000.0,5016000.0,4936000.0,5000000.0,1195383000.0
2017-10-07 00:00:00,4957000.0,5014000.0,4923000.0,4977000.0,1182660000.0
2017-10-07 04:00:00,4934000.0,5015000.0,4917000.0,5010000.0,1187112000.0
2017-10-07 08:00:00,4966000.0,5031000.0,4959000.0,5004000.0,1198284000.0
2017-10-07 12:00:00,5006000.0,5025000.0,4947000.0,4947000.0,743583000.0
2017-10-07 16:00:00,4989000.0,5015000.0,4935000.0,4960000.0,1176339000.0
2017-10-07 20:00:00,4993000.0,5023000.0,4960000.0,4962000.0,1196995000.0
2017-10-08 00:00:00,4962000.0,5021000.0,4962000.0,4973000.0,1182075000.0
2017-10-08 04:00:00,4972000.0,5044000.0,4962000.0,5044000.0,1192049000.0
2017-10-08 08:00:00,5041000.0,5070000.0,5001000.0,5052000.0,1206280000.0
2017-10-08 12:00:00,5048000.0,5067000.0,4993000.0,5060000.0,1205797000.0
2017-10-08 16:00:00,5016000.0,5075000.0,5014000.0,5049000.0,373423000.0
2017-10-08 20:00:00,5028000.0,5082000.0,5023000.0,5070000.0,455042000.0
2017-10-09 00:00:00,5183000.0,5192000.0,5117000.0,5173000.0,691004000.0
2017-10-09 04:00:00,5173000.0,5256000.0,5043000.0,5205000.0,845590000.0
2017-10-09 08:00:00,5217000.0,5304000.0,5210000.0,5254000.0,845106000.0
2017-10-09 12:00:00,5293000.0,5320000.0,5188000.0,5210000.0,819099000.0
2017-10-09 16:00:00,5210000.0,5296000.0,5210000.0,5289000.0,735074000.0
2017-10-09 20:00:00,5294000.0,5389000.0,5254000.0,5389000.0,869565000.0
2017-10-10 00:00:00,5403000.0,5545000.0,5337000.0,5522000.0,860440000.0
2017-10-10 04:00:00,5524000.0,5761000.0,5449000.0,5476000.0,905599000.0
2017-10-10 08:00:00,5470000.0,5612000.0,5454000.0,5573000.0,912862000.0
2017-10-10 12:00:00,5582000.0,5620000.0,5476000.0,5605000.0,898924000.0
2017-10-10 16:00:00,5601000.0,5605000.0,5486000.0,5522000.0,881575000.0
2017-10-10 20:00:00,5560000.0,5590000.0,5510000.0,5518000.0,897903000.0
2017-10-11 00:00:00,5469000.0,5665000.0,5465000.0,5557000.0,850135000.0
2017-10-11 04:00:00,5557000.0,5642000.0,5473000.0,5526000.0,886302000.0
2017-10-11 08:00:00,5538000.0,5550000.0,5451000.0,5537000.0,891564000.0
2017-10-11 12:00:00,5493000.0,5538000.0,5460000.0,5485000.0,914097000.0
2017-10-11 16:00:00,5483000.0,5593000.0,5475000.0,5544000.0,837731000.0
2017-10-11 20:00:00,5584000.0,5601000.0,5482000.0,5543000.0,918208000.0
2017-10-12 00:00:00,5529000.0,5601000.0,5495000.0,5569000.0,818610000.0
2017-10-12 04:00:00,5528000.0,5603000.0,5505000.0,5551000.0,878382000.0
2017-10-12 08:00:00,5557000.0,5597000.0,5512000.0,5586000.0,846038000.0
2017-10-12 12:00:00,5588000.0,5683000.0,5550000.0,5669000.0,919113000.0
2017-10-12 16:00:00,5664000.0,6000000.0,5625000.0,5928000.0,951546000.0
2017-10-12 20:00:00,5916000.0,6022000.0,5886000.0,5935000.0,945239000.0
2017-10-13 00:00:00,5935000.0,6213000.0,5597000.0,6179000.0,967005000.0
2017-10-13 04:00:00,6188000.0,6209000.0,6102000.0,6154000.0,997756000.0
2017-10-13 08:00:00,6189000.0,6950000.0,6154000.0,6611000.0,1002831000.0
2017-10-13 12:00:00,6674000.0,6854000.0,6392000.0,6428000.0,1073801000.0
2017-10-13 16:00:00,6402000.0,6675000.0,6334000.0,6501000.0,1090345000.0
2017-10-13 20:00:00,6498000.0,6665000.0,6353000.0,6576000.0,1058522000.0
2017-10-14 00:00:00,6583000.0,6602000.0,6422000.0,6446000.0,1022051000.0
2017-10-14 04:00:00,6445000.0,6489000.0,6325000.0,6403000.0,1049780000.0
2017-10-14 08:00:00,6419000.0,6483000.0,6322000.0,6406000.0,984432000.0
2017-10-14 12:00:00,6393000.0,6491000.0,6380000.0,6409000.0,900074000.0
2017-10-14 16:00:00,6409000.0,6488000.0,6380000.0,6470000.0,1022218000.0
2017-10-14 20:00:00,6502000.0,6586000.0,6481000.0,6566000.0,829371000.0
2017-10-15 00:00:00,6552000.0,6578000.0,6481000.0,6481000.0,1037369000.0
2017-10-15 04:00:00,6434000.0,6553000.0,6426000.0,6546000.0,1033893000.0
2017-10-15 08:00:00,6551000.0,6694000.0,6511000.0,6649000.0,1062574000.0
2017-10-15 12:00:00,6651000.0,6651000.0,6516000.0,6526000.0,1014546000.0
2017-10-15 16:00:00,6585000.0,6597000.0,6256000.0,6311000.0,568895000.0
2017-10-15 20:00:00,6311000.0,6385000.0,6142000.0,6312000.0,972833000.0
2017-10-16 00:00:00,6304000.0,6367000.0,6191000.0,6259000.0,1033326000.0
2017-10-16 04:00:00,6262000.0,6472000.0,6192000.0,6459000.0,1017084000.0
2017-10-16 08:00:00,6431000.0,6520000.0,6366000.0,6420000.0,1026658000.0
2017-10-16 12:00:00,6420000.0,6436000.0,6313000.0,6364000.0,885474000.0
2017-10-16 16:00:00,6330000.0,6460000.0,6327000.0,6453000.0,95898000.0
2017-10-16 20:00:00,6449000.0,6480000.0,6370000.0,6459000.0,340861000.0
2017-10-17 00:00:00,6381000.0,6466000.0,6311000.0,6407000.0,957006000.0
2017-10-17 04:00:00,6382000.0,6477000.0,6361000.0,6389000.0,1026833000.0
2017-10-17 08:00:00,6443000.0,6527000.0,6323000.0,6420000.0,960257000.0
2017-10-17 12:00:00,6357000.0,6482000.0,6357000.0,6438000.0,1046861000.0
2017-10-17 16:00:00,6375000.0,6497000.0,6353000.0,6446000.0,995482000.0
2017-10-17 20:00:00,6353000.0,6448000.0,6299000.0,6376000.0,846825000.0
2017-10-18 00:00:00,6320000.0,6504000.0,6316000.0,6379000.0,915707000.0
2017-10-18 04:00:00,6342000.0,6488000.0,6304000.0,6354000.0,992046000.0
2017-10-18 08:00:00,6321000.0,6472000.0,6299000.0,6327000.0,985788000.0
2017-10-18 12:00:00,6337000.0,6350000.0,6126000.0,6126000.0,1076883000.0
2017-10-18 16:00:00,6098000.0,6283000.0,5888000.0,6086000.0,960837000.0
2017-10-18 20:00:00,6083000.0,6187000.0,5913000.0,5939000.0,989108000.0
2017-10-19 00:00:00,6026000.0,6314000.0,5971000.0,6312000.0,954469000.0
2017-10-19 04:00:00,6279000.0,6489000.0,6164000.0,6407000.0,981007000.0
2017-10-19 08:00:00,6426000.0,6482000.0,6219000.0,6418000.0,1054150000.0
2017-10-19 12:00:00,6393000.0,6585000.0,6334000.0,6449000.0,1014179000.0
2017-10-19 16:00:00,6432000.0,6572000.0,6109000.0,6504000.0,1040991000.0
2017-10-19 20:00:00,6548000.0,6589000.0,6393000.0,6441000.0,979054000.0
2017-10-20 00:00:00,6522000.0,6558000.0,6382000.0,6424000.0,1030819000.0
2017-10-20 04:00:00,6448000.0,6577000.0,6386000.0,6523000.0,1109569000.0
2017-10-20 08:00:00,6548000.0,6596000.0,6452000.0,6492000.0,1046057000.0
2017-10-20 12:00:00,6470000.0,6593000.0,6395000.0,6399000.0,1082050000.0
2017-10-20 16:00:00,6481000.0,6542000.0,6395000.0,6512000.0,988526000.0
2017-10-20 20:00:00,6512000.0,6800000.0,6409000.0,6677000.0,959216000.0
2017-10-21 00:00:00,6672000.0,6800000.0,6486000.0,6800000.0,1007859000.0
2017-10-21 04:00:00,6800000.0,6954000.0,6724000.0,6783000.0,1051605000.0
2017-10-21 08:00:00,6908000.0,7000000.0,6773000.0,6886000.0,1144887000.0
2017-10-21 12:00:00,6918000.0,7096000.0,6887000.0,6900000.0,1081295000.0
2017-10-21 16:00:00,6968000.0,7110000.0,6905000.0,7055000.0,1039739000.0
2017-10-21 20:00:00,6952000.0,7183000.0,6952000.0,7063000.0,996764000.0
2017-10-22 00:00:00,7028000.0,7253000.0,6871000.0,6965000.0,1158868000.0
2017-10-22 04:00:00,7104000.0,7153000.0,6931000.0,6951000.0,1076334000.0
2017-10-22 08:00:00,6979000.0,7085000.0,6826000.0,6834000.0,879505000.0
2017-10-22 12:00:00,6876000.0,6937000.0,6709000.0,6877000.0,587854000.0
2017-10-22 16:00:00,6765000.0,6978000.0,6765000.0,6798000.0,996048000.0
2017-10-22 20:00:00,6790000.0,7000000.0,6710000.0,6983000.0,1056809000.0
2017-10-23 00:00:00,6957000.0,7000000.0,6812000.0,6812000.0,1053886000.0
2017-10-23 04:00:00,6810000.0,6999000.0,6807000.0,6956000.0,1053026000.0
2017-10-23 08:00:00,6983000.0,7100000.0,6855000.0,7015000.0,1049514000.0
2017-10-23 12:00:00,6992000.0,7052000.0,6887000.0,6925000.0,1039265000.0
2017-10-23 16:00:00,6924000.0,6983000.0,6779000.0,6947000.0,1001462000.0
2017-10-23 20:00:00,6989000.0,6989000.0,6668000.0,6732000.0,1170329000.0
2017-10-24 00:00:00,6730000.0,6946000.0,6710000.0,6813000.0,1016710000.0
2017-10-24 04:00:00,6792000.0,7009000.0,6751000.0,6893000.0,1043986000.0
2017-10-24 08:00:00,6942000.0,7052000.0,6356000.0,6451000.0,1086784000.0
2017-10-24 12:00:00,6539000.0,6726000.0,6474000.0,6612000.0,1069299000.0
2017-10-24 16:00:00,6612000.0,6791000.0,6535000.0,6543000.0,1057536000.0
2017-10-24 20:00:00,6548000.0,6714000.0,6548000.0,6559000.0,851333000.0
2017-10-25 00:00:00,6570000.0,6665000.0,6559000.0,6560000.0,800969000.0
2017-10-25 04:00:00,6560000.0,6606000.0,6380000.0,6387000.0,604686000.0
2017-10-25 08:00:00,6387000.0,6518000.0,6224000.0,6250000.0,836806000.0
2017-10-25 12:00:00,6247000.0,6514000.0,6230000.0,6494000.0,1241278000.0
2017-10-25 16:00:00,6464000.0,6614000.0,6402000.0,6494000.0,1148495000.0
2017-10-25 20:00:00,6560000.0,6560000.0,6402000.0,6450000.0,1222577000.0
2017-10-26 00:00:00,6446000.0,6494000.0,6355000.0,6423000.0,1182092000.0
2017-10-26 04:00:00,6423000.0,6580000.0,6384000.0,6532000.0,1103927000.0
2017-10-26 08:00:00,6532000.0,6719000.0,6515000.0,6694000.0,1328178000.0
2017-10-26 12:00:00,6694000.0,6723000.0,6570000.0,6612000.0,1432164000.0
2017-10-26 16:00:00,6610000.0,6655000.0,6598000.0,6648000.0,1532087000.0
2017-10-26 20:00:00,6622000.0,6794000.0,6622000.0,6790000.0,1508446000.0
2017-10-27 00:00:00,6794000.0,6865000.0,6741000.0,6770000.0,1401173000.0
2017-10-27 04:00:00,6765000.0,6824000.0,6699000.0,6783000.0,1283755000.0
2017-10-27 08:00:00,6795000.0,6901000.0,6685000.0,6847000.0,1515640000.0
2017-10-27 12:00:00,6848000.0,6857000.0,6744000.0,6772000.0,1518210000.0
2017-10-27 16:00:00,6772000.0,6856000.0,6762000.0,6762000.0,1594348000.0
2017-10-27 20:00:00,6766000.0,6811000.0,6655000.0,6714000.0,1609969000.0
2017-10-28 00:00:00,6715000.0,6734000.0,6640000.0,6692000.0,1573535000.0
2017-10-28 04:00:00,6692000.0,6761000.0,6645000.0,6729000.0,1455240000.0
2017-10-28 08:00:00,6728000.0,6799000.0,6675000.0,6707000.0,1576171000.0
2017-10-28 12:00:00,6700000.0,6728000.0,6650000.0,6721000.0,1573632000.0
2017-10-28 16:00:00,6727000.0,6727000.0,6661000.0,6667000.0,1608545000.0
2017-10-28 20:00:00,6667000.0,6734000.0,6601000.0,6704000.0,1564082000.0
2017-10-29 00:00:00,6700000.0,6729000.0,6650000.0,6705000.0,1548364000.0
2017-10-29 04:00:00,6725000.0,6789000.0,6666000.0,6771000.0,1485942000.0
2017-10-29 08:00:00,6771000.0,6785000.0,6605000.0,6676000.0,1557431000.0
2017-10-29 12:00:00,6676000.0,6746000.0,6636000.0,6674000.0,1607646000.0
2017-10-29 16:00:00,6674000.0,6730000.0,6588000.0,6657000.0,1548668000.0
2017-10-29 20:00:00,6659000.0,6709000.0,6650000.0,6676000.0,1596743000.0
2017-10-30 00:00:00,6675000.0,6840000.0,6675000.0,6791000.0,1308998000.0
2017-10-30 04:00:00,6791000.0,6980000.0,6791000.0,6943000.0,1297609000.0
2017-10-30 08:00:00,6941000.0,7030000.0,6905000.0,6910000.0,1656540000.0
2017-10-30 12:00:00,6920000.0,6970000.0,6850000.0,6947000.0,1635982000.0
2017-10-30 16:00:00,6948000.0,6977000.0,6917000.0,6970000.0,1654215000.0
2017-10-30 20:00:00,6970000.0,6981000.0,6844000.0,6884000.0,1668545000.0
2017-10-31 00:00:00,6883000.0,6980000.0,6810000.0,6940000.0,1567033000.0
2017-10-31 04:00:00,6947000.0,6996000.0,6907000.0,6963000.0,1440580000.0
2017-10-31 08:00:00,6962000.0,7100000.0,6952000.0,7100000.0,1664108000.0
2017-10-31 12:00:00,7052000.0,7085000.0,6967000.0,6967000.0,1682276000.0
2017-10-31 16:00:00,6971000.0,7046000.0,6966000.0,7041000.0,1679645000.0
2017-10-31 20:00:00,7042000.0,7269000.0,7042000.0,7265000.0,1711837000.0
2017-11-01 00:00:00,7260000.0,7260000.0,7088000.0,7241000.0,1690580000.0
2017-11-01 04:00:00,7243000.0,7349000.0,7195000.0,7297000.0,1557208000.0
2017-11-01 08:00:00,7297000.0,7477000.0,7261000.0,7398000.0,1771165000.0
2017-11-01 12:00:00,7398000.0,7432000.0,7292000.0,7350000.0,1770039000.0
2017-11-01 16:00:00,7369000.0,7500000.0,7260000.0,7477000.0,1768665000.0
2017-11-01 20:00:00,7476000.0,7570000.0,7439000.0,7475000.0,1461152000.0
2017-11-02 00:00:00,7475000.0,7569000.0,7475000.0,7545000.0,1631271000.0
2017-11-02 04:00:00,7545000.0,7649000.0,7490000.0,7623000.0,1509766000.0
2017-11-02 08:00:00,7623000.0,8100000.0,7623000.0,7985000.0,1882244000.0
2017-11-02 12:00:00,7986000.0,8176000.0,7911000.0,8129000.0,1918991000.0
2017-11-02 16:00:00,8148000.0,8379000.0,8050000.0,8360000.0,1963858000.0
2017-11-02 20:00:00,8334000.0,8594000.0,7563000.0,8110000.0,1964904000.0
2017-11-03 00:00:00,8109000.0,8260000.0,8063000.0,8099000.0,1704668000.0
2017-11-03 04:00:00,8099000.0,8286000.0,8050000.0,8229000.0,1600181000.0
2017-11-03 08:00:00,8227000.0,8257000.0,8023000.0,8204000.0,1954943000.0
2017-11-03 12:00:00,8195000.0,8400000.0,8189000.0,8321000.0,1987143000.0
2017-11-03 16:00:00,8321000.0,8474000.0,8180000.0,8386000.0,1994484000.0
2017-11-03 20:00:00,8405000.0,8405000.0,8199000.0,8255000.0,1961116000.0
2017-11-04 00:00:00,8254000.0,8312000.0,8210000.0,8307000.0,1597231000.0
2017-11-04 04:00:00,8308000.0,8308000.0,8102000.0,8217000.0,1388636000.0
2017-11-04 08:00:00,8217000.0,8220000.0,7560000.0,8090000.0,1889346000.0
2017-11-04 12:00:00,8114000.0,8150000.0,8039000.0,8069000.0,1890564000.0
2017-11-04 16:00:00,8068000.0,8150000.0,8067000.0,8090000.0,1850781000.0
2017-11-04 20:00:00,8090000.0,8270000.0,8090000.0,8188000.0,1860549000.0
2017-11-05 00:00:00,8200000.0,8269000.0,8157000.0,8268000.0,1440323000.0
2017-11-05 04:00:00,8268000.0,8396000.0,8200000.0,8350000.0,1424014000.0
2017-11-05 08:00:00,8350000.0,8400000.0,8280000.0,8331000.0,1861073000.0
2017-11-05 12:00:00,8336000.0,8428000.0,8318000.0,8428000.0,1776040000.0
2017-11-05 16:00:00,8430000.0,8430000.0,8350000.0,8384000.0,1801997000.0
2017-11-05 20:00:00,8397000.0,8620000.0,8391000.0,8580000.0,2019781000.0
2017-11-06 00:00:00,8578000.0,8589000.0,8470000.0,8561000.0,1912830000.0
2017-11-06 04:00:00,8563000.0,8619000.0,8348000.0,8426000.0,2044002000.0
2017-11-06 08:00:00,8426000.0,8479000.0,8340000.0,8417000.0,2020393000.0
2017-11-06 12:00:00,8417000.0,8417000.0,8222000.0,8395000.0,2006458000.0
2017-11-06 16:00:00,8394000.0,8426000.0,8358000.0,8389000.0,2014129000.0
2017-11-06 20:00:00,8389000.0,8420000.0,8305000.0,8318000.0,2012123000.0
2017-11-07 00:00:00,8315000.0,8337000.0,8156000.0,8188000.0,1979077000.0
2017-11-07 04:00:00,8178000.0,8297000.0,8101000.0,8150000.0,1965994000.0
2017-11-07 08:00:00,8145000.0,8247000.0,8030000.0,8193000.0,1957866000.0
2017-11-07 12:00:00,8191000.0,8336000.0,8186000.0,8265000.0,1981858000.0
2017-11-07 16:00:00,8279000.0,8413000.0,8223000.0,8269000.0,1985989000.0
2017-11-07 20:00:00,8268000.0,8308000.0,8069000.0,8113000.0,1976321000.0
2017-11-08 00:00:00,8105000.0,8191000.0,8082000.0,8167000.0,1954641000.0
2017-11-08 04:00:00,8170000.0,8201000.0,8113000.0,8197000.0,1959982000.0
2017-11-08 08:00:00,8196000.0,8329000.0,8191000.0,8295000.0,1979249000.0
2017-11-08 12:00:00,8314000.0,8386000.0,8303000.0,8374000.0,2002234000.0
2017-11-08 16:00:00,8375000.0,8384000.0,8306000.0,8306000.0,2004790000.0
2017-11-08 20:00:00,8320000.0,8440000.0,8320000.0,8419000.0,2013600000.0
2017-11-09 00:00:00,8420000.0,8630000.0,8089000.0,8227000.0,2019132000.0
2017-11-09 04:00:00,8231000.0,8340000.0,8064000.0,8339000.0,1968518000.0
2017-11-09 08:00:00,8331000.0,8348000.0,8119000.0,8307000.0,1990322000.0
2017-11-09 12:00:00,8303000.0,8328000.0,8268000.0,8298000.0,1990958000.0
2017-11-09 16:00:00,8298000.0,8321000.0,8157000.0,8192000.0,1977187000.0
2017-11-09 20:00:00,8191000.0,8193000.0,8042000.0,8144000.0,1952450000.0
2017-11-10 00:00:00,8146000.0,8150000.0,8071000.0,8094000.0,1942147000.0
2017-11-10 04:00:00,8095000.0,8129000.0,8052000.0,8101000.0,1901576000.0
2017-11-10 08:00:00,8089000.0,8230000.0,8068000.0,8135000.0,1955126000.0
2017-11-10 12:00:00,8136000.0,8165000.0,8100000.0,8132000.0,1953601000.0
2017-11-10 16:00:00,8137000.0,8149000.0,8001000.0,8005000.0,1941297000.0
2017-11-10 20:00:00,8004000.0,8004000.0,7400000.0,7645000.0,1863482000.0
2017-11-11 00:00:00,7641000.0,7976000.0,7500000.0,7543000.0,1858342000.0
2017-11-11 04:00:00,7495000.0,7867000.0,7325000.0,7741000.0,1812693000.0
2017-11-11 08:00:00,7750000.0,7895000.0,7489000.0,7804000.0,1844476000.0
2017-11-11 12:00:00,7801000.0,7802000.0,7703000.0,7730000.0,1859074000.0
2017-11-11 16:00:00,7740000.0,7769000.0,7549000.0,7549000.0,1842834000.0
2017-11-11 20:00:00,7548000.0,7585000.0,7106000.0,7303000.0,1699971000.0
2017-11-12 00:00:00,7334000.0,7355000.0,7051000.0,7051000.0,1736744000.0
2017-11-12 04:00:00,7051000.0,7370000.0,7010000.0,7241000.0,1734027000.0
2017-11-12 08:00:00,7225000.0,7327000.0,7021000.0,7038000.0,1718629000.0
2017-11-12 12:00:00,7030000.0,7088000.0,6490000.0,6740000.0,1590837000.0
2017-11-12 16:00:00,6799000.0,7901000.0,6695000.0,7700000.0,1764581000.0
2017-11-12 20:00:00,7689000.0,8003000.0,7115000.0,7315000.0,1787805000.0
2017-11-13 00:00:00,7349000.0,7649000.0,7141000.0,7297000.0,1738097000.0
2017-11-13 04:00:00,7300000.0,7344000.0,6845000.0,6860000.0,1669486000.0
2017-11-13 08:00:00,6878000.0,7361000.0,6850000.0,7104000.0,1699718000.0
2017-11-13 12:00:00,7139000.0,7670000.0,7106000.0,7400000.0,1755850000.0
2017-11-13 16:00:00,7410000.0,7470000.0,7183000.0,7470000.0,1759918000.0
2017-11-13 20:00:00,7480000.0,7895000.0,7400000.0,7477000.0,1824858000.0
2017-11-14 00:00:00,7475000.0,7640000.0,7207000.0,7207000.0,1789606000.0
2017-11-14 04:00:00,7263000.0,7529000.0,7201000.0,7478000.0,1783219000.0
2017-11-14 08:00:00,7468000.0,7695000.0,7423000.0,7585000.0,1813420000.0
2017-11-14 12:00:00,7600000.0,7689000.0,7535000.0,7585000.0,1815127000.0
2017-11-14 16:00:00,7564000.0,7593000.0,7488000.0,7513000.0,1810804000.0
2017-11-14 20:00:00,7504000.0,7519000.0,7434000.0,7506000.0,1796023000.0
2017-11-15 00:00:00,7506000.0,7549000.0,7455000.0,7535000.0,1801127000.0
2017-11-15 04:00:00,7537000.0,7601000.0,7526000.0,7582000.0,1781111000.0
2017-11-15 08:00:00,7581000.0,7932000.0,7560000.0,7848000.0,1844724000.0
2017-11-15 12:00:00,7818000.0,7900000.0,7713000.0,7780000.0,1859511000.0
2017-11-15 16:00:00,7786000.0,7899000.0,7786000.0,7874000.0,1882005000.0
2017-11-15 20:00:00,7874000.0,8197000.0,7874000.0,8184000.0,1938628000.0
2017-11-16 00:00:00,8176000.0,8384000.0,8116000.0,8150000.0,1969740000.0
2017-11-16 04:00:00,8135000.0,8393000.0,8135000.0,8286000.0,1977030000.0
2017-11-16 08:00:00,8266000.0,8358000.0,8150000.0,8249000.0,1980440000.0
2017-11-16 12:00:00,8234000.0,8339000.0,8193000.0,8325000.0,1961060000.0
2017-11-16 16:00:00,8312000.0,8542000.0,8301000.0,8451000.0,2027059000.0
2017-11-16 20:00:00,8465000.0,8488000.0,8300000.0,8410000.0,2019540000.0
2017-11-17 00:00:00,8417000.0,8550000.0,8335000.0,8549000.0,2020373000.0
2017-11-17 04:00:00,8550000.0,8750000.0,8420000.0,8659000.0,2050851000.0
2017-11-17 08:00:00,8670000.0,8899000.0,8650000.0,8781000.0,2105091000.0
2017-11-17 12:00:00,8785000.0,8840000.0,8681000.0,8745000.0,2105258000.0
