Datetime,Close,Volume
2017-09-25 12:00:00,4235000.0,164525000.0
2017-09-25 16:00:00,4204000.0,25226000.0
2017-09-25 20:00:00,4291000.0,935253000.0
2017-09-26 00:00:00,4313000.0,882110000.0
2017-09-26 04:00:00,4305000.0,941631000.0
2017-09-26 08:00:00,4379000.0,984358000.0
2017-09-26 12:00:00,4345000.0,975802000.0
2017-09-26 16:00:00,4389000.0,959802000.0
2017-09-26 20:00:00,4380000.0,978693000.0
2017-09-27 00:00:00,4370000.0,986999000.0
2017-09-27 04:00:00,4356000.0,986823000.0
2017-09-27 08:00:00,4355000.0,995293000.0
2017-09-27 12:00:00,4409000.0,944921000.0
2017-09-27 16:00:00,4503000.0,946852000.0
2017-09-27 20:00:00,4527000.0,1005943000.0
2017-09-28 00:00:00,4570000.0,1039844000.0
2017-09-28 04:00:00,4596000.0,1060488000.0
2017-09-28 08:00:00,4635000.0,1033017000.0
2017-09-28 12:00:00,4750000.0,1082400000.0
2017-09-28 16:00:00,4590000.0,1071801000.0
2017-09-28 20:00:00,4560000.0,1034826000.0
2017-09-29 00:00:00,4587000.0,1053951000.0
2017-09-29 04:00:00,4613000.0,1041015000.0
2017-09-29 08:00:00,4531000.0,1035141000.0
2017-09-29 12:00:00,4563000.0,1044026000.0
2017-09-29 16:00:00,4657000.0,1031698000.0
2017-09-29 20:00:00,4669000.0,1075253000.0
2017-09-30 00:00:00,4658000.0,1067890000.0
2017-09-30 04:00:00,4640000.0,1017877000.0
2017-09-30 08:00:00,4703000.0,1051740000.0
2017-09-30 12:00:00,4762000.0,1043174000.0
2017-09-30 16:00:00,4752000.0,1103015000.0
2017-09-30 20:00:00,4788000.0,1056988000.0
2017-10-01 00:00:00,4806000.0,1104620000.0
2017-10-01 04:00:00,4863000.0,1108136000.0
2017-10-01 08:00:00,4839000.0,1091173000.0
2017-10-01 12:00:00,4872000.0,612145000.0
2017-10-01 16:00:00,4896000.0,1113259000.0
2017-10-01 20:00:00,4886000.0,1118243000.0
2017-10-02 00:00:00,4895000.0,1099390000.0
2017-10-02 04:00:00,4975000.0,1117702000.0
2017-10-02 08:00:00,5017000.0,1103866000.0
2017-10-02 12:00:00,5072000.0,1115414000.0
2017-10-02 16:00:00,5078000.0,1136536000.0
2017-10-02 20:00:00,5058000.0,1169453000.0
2017-10-03 00:00:00,5032000.0,1135645000.0
2017-10-03 04:00:00,5012000.0,1137791000.0
2017-10-03 08:00:00,5046000.0,1115300000.0
2017-10-03 12:00:00,5026000.0,992368000.0
2017-10-03 16:00:00,4936000.0,1012812000.0
2017-10-03 20:00:00,4906000.0,1036793000.0
2017-10-04 00:00:00,4910000.0,1021023000.0
2017-10-04 04:00:00,4969000.0,1032548000.0
2017-10-04 08:00:00,4945000.0,1068982000.0
2017-10-04 12:00:00,4986000.0,1030833000.0
2017-10-04 16:00:00,4907000.0,497007000.0
2017-10-04 20:00:00,4887000.0,1073454000.0
2017-10-05 00:00:00,4879000.0,1014217000.0
2017-10-05 04:00:00,4902000.0,1016622000.0
2017-10-05 08:00:00,4864000.0,1012941000.0
2017-10-05 12:00:00,4862000.0,1050471000.0
2017-10-05 16:00:00,4930000.0,265303000.0
2017-10-05 20:00:00,4954000.0,1033033000.0
2017-10-06 00:00:00,4971000.0,1039278000.0
2017-10-06 04:00:00,4984000.0,1041526000.0
